id,ant,com,lift
494,"Ferramentas Manuais', 'EPI', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.925698513957315
495,"Injeção Eletrônica e Motor', 'Ferramentas em Geral', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.924380296941293
496,"Jardinagem', 'Ferramentas Manuais', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.92384532066013
497,"EPI', 'Equipamento Auto Center'",Ferramentas em Geral',0.923271862941511
498,"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral', 'Equipamento Auto Center'",EPI',0.922577865642135
499,"Ferramentas Elétricas e Máquinas', 'Injeção Eletrônica e Motor'",Ferramentas em Geral',0.921734075657516
500,Equipamento Auto Center',EPI',0.921205105185812
501,"Ferramentas Elétricas e Máquinas', 'Para Você e Sua Casa'",Ferramentas Manuais',0.920842028113816
502,"Ferramentas Manuais', 'EPI'",Ferramentas Elétricas e Máquinas',0.920240246356986
503,Para Você e Sua Casa',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.917968874932013
504,"Jardinagem', 'Ferramentas Elétricas e Máquinas'",Ferramentas Manuais',0.91576378638303
505,"EPI', 'Aditivos e Lubrificantes', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.914659066785548
506,"Aditivos e Lubrificantes', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.912946882354751
507,"Ferramentas em Geral', 'Equipamento Auto Center'",EPI',0.91266063971553
508,Aditivos e Lubrificantes',Ferramentas Elétricas e Máquinas',0.912522611556046
509,"Ferramentas Manuais', 'EPI', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.911815904555683
510,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Aditivos e Lubrificantes'",EPI',0.911168902740299
511,"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas', 'Equipamento Auto Center'",EPI',0.910883728591381
512,"Ferramentas em Geral', 'EPI', 'Ferramentas Manuais', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.910521405796786
513,Ferramentas Pneumáticas',Ferramentas em Geral',0.910198689485161
514,"Injeção Eletrônica e Motor', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.909025598555595
515,"Jardinagem', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.907796671204554
516,"Ferramentas Manuais', 'Aditivos e Lubrificantes'",EPI',0.907499091227645
517,"Injeção Eletrônica e Motor', 'EPI'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.904819658965384
518,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.904707286632589
519,"Lava Jato e Posto', 'EPI'",Ferramentas Elétricas e Máquinas',0.904325740178145
520,"Jardinagem', 'Ferramentas Manuais', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.903769152988375
521,"Aditivos e Lubrificantes', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.903648476123616
522,"Ferramentas Elétricas e Máquinas', 'Para Você e Sua Casa'",EPI',0.903331623773531
523,"Ferramentas Manuais', 'Equipamento Auto Center', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.902163969455097
524,"Equipamento Auto Center', 'Ferramentas Pneumáticas'",Ferramentas em Geral',0.90156340222826
525,"EPI', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.901247894685314
526,"Ferramentas Elétricas e Máquinas', 'Injeção Eletrônica e Motor', 'Equipamento Auto Center'",Ferramentas em Geral',0.901205057244538
527,Injeção Eletrônica e Motor',Ferramentas em Geral',0.901169054405825
528,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'Ferramentas em Geral'",EPI',0.900907845029972
529,"Aditivos e Lubrificantes', 'EPI'",Ferramentas Elétricas e Máquinas',0.900079665428295
530,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'EPI'",Ferramentas Elétricas e Máquinas',0.899373584128837
531,"Jardinagem', 'Ferramentas em Geral', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.899254122741951
532,Ferramentas Pneumáticas',Ferramentas Elétricas e Máquinas',0.898210988274156
533,Jardinagem',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.897460043650998
534,"Ferramentas Manuais', 'Aditivos e Lubrificantes', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.897270076582147
535,"Jardinagem', 'EPI'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.8971603363401
536,"EPI', 'Equipamento Auto Center'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.897013174204045
537,"Ferramentas em Geral', 'Ferramentas Manuais', 'Aditivos e Lubrificantes', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.896726870695068
538,"Ferramentas Manuais', 'Aditivos e Lubrificantes', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.896635097979668
539,Equipamento Auto Center',"Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.89567845302743
540,"Ferramentas Manuais', 'Aditivos e Lubrificantes', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.892975831518692
541,"Injeção Eletrônica e Motor', 'EPI'",Ferramentas Elétricas e Máquinas',0.892937419943778
542,"Ferramentas Manuais', 'Aditivos e Lubrificantes', 'EPI'",Ferramentas Elétricas e Máquinas',0.892863687048471
543,"Equipamento Auto Center', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.892709372550191
544,Para Você e Sua Casa',"Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.891671471679728
545,"Jardinagem', 'EPI'",Ferramentas Elétricas e Máquinas',0.891563115575556
546,"Ferramentas Manuais', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.889267601374227
547,Injeção Eletrônica e Motor',Ferramentas Elétricas e Máquinas',0.888744119063485
548,"Ferramentas Manuais', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.886735255506753
549,"Ferramentas Manuais', 'Injeção Eletrônica e Motor'",Ferramentas Elétricas e Máquinas',0.886613390995851
550,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.886547558746775
551,"Aditivos e Lubrificantes', 'Equipamento Auto Center'",EPI',0.885971222514399
552,"Ferramentas Manuais', 'Injeção Eletrônica e Motor'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.882505234186661
553,"Jardinagem', 'Ferramentas Pneumáticas'",Ferramentas em Geral',0.882493940936827
554,"Aditivos e Lubrificantes', 'Ferramentas em Geral', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.881255659573657
555,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.881225003411596
556,Aditivos e Lubrificantes',EPI',0.880582799826449
557,"Injeção Eletrônica e Motor', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.880213633487497
558,"Aditivos e Lubrificantes', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.877911343556259
559,"Equipamento Auto Center', 'Ferramentas Pneumáticas'","Ferramentas Elétricas e Máquinas', 'Ferramentas em Geral'",0.877105003245456
560,"Jardinagem', 'Ferramentas Manuais', 'EPI'",Ferramentas Elétricas e Máquinas',0.876938588962089
561,"Jardinagem', 'EPI', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.876365798126088
562,"Jardinagem', 'EPI'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.869738230528821
563,"Ferramentas Manuais', 'Injeção Eletrônica e Motor', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.867557457055416
564,"Jardinagem', 'Aditivos e Lubrificantes', 'Ferramentas em Geral'",Ferramentas Elétricas e Máquinas',0.866911527144691
565,"Aditivos e Lubrificantes', 'EPI', 'Equipamento Auto Center'",Ferramentas Elétricas e Máquinas',0.863373201440991
566,"Injeção Eletrônica e Motor', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.860685101521535
567,"Jardinagem', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.85819657549579
568,"Injeção Eletrônica e Motor', 'Equipamento Auto Center'",Ferramentas em Geral',0.85814570104895
569,"EPI', 'Para Você e Sua Casa'",Ferramentas Elétricas e Máquinas',0.857459532157358
570,"Jardinagem', 'Ferramentas Pneumáticas'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.852268723283912
571,"Injeção Eletrônica e Motor', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.852172475262564
572,"Jardinagem', 'Aditivos e Lubrificantes'","Ferramentas Manuais', 'Ferramentas Elétricas e Máquinas'",0.851814301144064
573,"Jardinagem', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.846335256634692
574,"Jardinagem', 'Ferramentas Manuais', 'Ferramentas Pneumáticas'",Ferramentas Elétricas e Máquinas',0.842257413022582
575,"Jardinagem', 'Injeção Eletrônica e Motor'",Ferramentas Elétricas e Máquinas',0.828261823319224
576,"Jardinagem', 'Ferramentas Manuais', 'Aditivos e Lubrificantes'",Ferramentas Elétricas e Máquinas',0.826794025621032
